taxa	taxid	superkingdom	clade	kingdom	family	genus
Chryseolinea soli	2321403	Bacteria	FCB group	NA	Fulvivirgaceae	Chryseolinea
Flavobacterium oreochromis	2906078	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Myroides fluvii	2572594	Bacteria	FCB group	NA	Flavobacteriaceae	Myroides
Myroides sp. ZB35	1458492	Bacteria	FCB group	NA	Flavobacteriaceae	Myroides
Muricauda oceani	2698672	Bacteria	FCB group	NA	Flavobacteriaceae	Muricauda
Seonamhaeicola sp. ML3	2937786	Bacteria	FCB group	NA	Flavobacteriaceae	Seonamhaeicola
Salegentibacter sp. T436	1729720	Bacteria	FCB group	NA	Flavobacteriaceae	Salegentibacter
Sediminicola sp. YIK13	1453352	Bacteria	FCB group	NA	Flavobacteriaceae	Sediminicola
Gramella flava	1486245	Bacteria	FCB group	NA	Flavobacteriaceae	Gramella
Kaistella sp. GW4-15	2878534	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Blattabacterium sp. (Blattella germanica)	624186	Bacteria	FCB group	NA	Blattabacteriaceae	Blattabacterium
Alistipes dispar	2585119	Bacteria	FCB group	NA	Rikenellaceae	Alistipes
Alistipes megaguti	2364787	Bacteria	FCB group	NA	Rikenellaceae	Alistipes
Draconibacterium halophilum	2706887	Bacteria	FCB group	NA	Prolixibacteraceae	Draconibacterium
Chitinophaga agri	2703787	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Sphingobacterium sp. CZ-2	2557994	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Sphingobacterium psychroaquaticum	561061	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Solitalea sp. S2-8	2911172	Bacteria	FCB group	NA	Sphingobacteriaceae	Solitalea
Haliscomenobacter hydrossis	2350	Bacteria	FCB group	NA	Haliscomenobacteraceae	Haliscomenobacter
Melioribacter roseus	1134405	Bacteria	FCB group	NA	Melioribacteraceae	Melioribacter
Chlorobium phaeovibrioides	1094	Bacteria	FCB group	NA	Chlorobiaceae	Chlorobium
Salinispira pacifica	1307761	Bacteria	NA	NA	Spirochaetaceae	Salinispira
Treponema succinifaciens	167	Bacteria	NA	NA	Treponemataceae	Treponema
Leptospira kmetyi	408139	Bacteria	NA	NA	Leptospiraceae	Leptospira
Fervidobacterium nodosum	2424	Bacteria	NA	NA	Fervidobacteriaceae	Fervidobacterium
Fusobacterium periodonticum	860	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Leptotrichia shahii	157691	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Leptotrichia hofstadii	157688	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Gemmata massiliana	1210884	Bacteria	PVC group	NA	Gemmataceae	Gemmata
Urbifossiella limnaea	2528023	Bacteria	PVC group	NA	Gemmataceae	Urbifossiella
Bremerella volcania	2527984	Bacteria	PVC group	NA	Pirellulaceae	Bremerella
Lignipirellula cremea	2528010	Bacteria	PVC group	NA	Pirellulaceae	Lignipirellula
Rosistilla carotiformis	2528017	Bacteria	PVC group	NA	Pirellulaceae	Rosistilla
Stieleria maiorica	2795974	Bacteria	PVC group	NA	Pirellulaceae	Stieleria
Gimesia aquarii	2527964	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Gimesia panareensis	2527978	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Calycomorphotria hydatis	2528027	Bacteria	PVC group	NA	Planctomycetaceae	Calycomorphotria
Terriglobus saanensis	870903	Bacteria	NA	NA	Acidobacteriaceae	Terriglobus
Terriglobus albidus	1592106	Bacteria	NA	NA	Acidobacteriaceae	Terriglobus
Granulicella tundricola	940615	Bacteria	NA	NA	Acidobacteriaceae	Granulicella
Acidisarcina polymorpha	2211140	Bacteria	NA	NA	Acidobacteriaceae	Acidisarcina
Desulfurispirillum indicum	936456	Bacteria	NA	NA	Chrysiogenaceae	Desulfurispirillum
Hydrogenobaculum sp. HO	547144	Bacteria	NA	NA	Aquificaceae	Hydrogenobaculum
Mucispirillum schaedleri	248039	Bacteria	NA	NA	Mucispirillaceae	Mucispirillum
Thermodesulfobacterium commune	1741	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermodesulfobacterium
Thermosulfurimonas marina	2047767	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermosulfurimonas
Halosimplex pelagicum	869886	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosimplex
Halosimplex rubrum	869889	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosimplex
Natronomonas salina	1710540	Archaea	Stenosarchaea group	NA	Haloarculaceae	Natronomonas
Halomicrobium sp. LC1Hm	2610902	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halomicrobium
Halobacterium noricense	223182	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Haladaptatus sp. PSR8	2884876	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Haladaptatus
Natronorubrum aibiense	348826	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natronorubrum
Methanosarcina sp. MTP4	1434100	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Methanothrix harundinacea	301375	Archaea	Stenosarchaea group	NA	Methanotrichaceae	Methanothrix
Methanocaldococcus fervens	83171	Archaea	Methanomada group	NA	Methanocaldococcaceae	Methanocaldococcus
Methanonatronarchaeum sp. AMET6-2	2933293	Archaea	NA	NA	Methanonatronarchaeaceae	Methanonatronarchaeum
Sulfurisphaera ohwakuensis	69656	Archaea	TACK group	NA	Sulfolobaceae	Sulfurisphaera
Sulfolobus sp. A20	1891280	Archaea	TACK group	NA	Sulfolobaceae	Sulfolobus
Stygiolobus azoricus	41675	Archaea	TACK group	NA	Sulfolobaceae	Stygiolobus
Staphylothermus marinus	2280	Archaea	TACK group	NA	Desulfurococcaceae	Staphylothermus
Vulcanisaeta moutnovskia	985052	Archaea	TACK group	NA	Thermoproteaceae	Vulcanisaeta
Fervidicoccus fontis	683846	Archaea	TACK group	NA	Fervidicoccaceae	Fervidicoccus
Thermofilum adornatum	1365176	Archaea	TACK group	NA	Thermofilaceae	Thermofilum
Candidatus Nitrosopumilus koreensis	1510466	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Nitrosarchaeum sp. AC2	2259673	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosarchaeum
Candidatus Nitrosotenuis sp. DW1	2259672	Archaea	TACK group	NA	NA	Candidatus Nitrosotenuis
Candidatus Mancarchaeum acidiphilum	1920749	Archaea	DPANN group	NA	NA	Candidatus Mancarchaeum
Murine roseolovirus	1940555	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Roseolovirus
Tupaiid betaherpesvirus 1	10397	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Quwivirus
Audreyjarvisvirus P1048	2845430	Viruses	Duplodnaviria	Heunggongvirae	NA	Audreyjarvisvirus
Ravarandavirus kac65v151	2845689	Viruses	Duplodnaviria	Heunggongvirae	NA	Ravarandavirus
Franklinbayvirus fv9A	2734235	Viruses	Duplodnaviria	Heunggongvirae	NA	Franklinbayvirus
Efquatrovirus LY0322	2560427	Viruses	Duplodnaviria	Heunggongvirae	NA	Efquatrovirus
Abalone shriveling syndrome-associated virus	491893	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Agrobacterium phage OLIVR1	2723769	Viruses	Duplodnaviria	Heunggongvirae	Schitoviridae	Oliverunavirus
Eneladusvirus BF	2560751	Viruses	Duplodnaviria	Heunggongvirae	NA	Eneladusvirus
Schmidvirus KHP30	1987149	Viruses	Duplodnaviria	Heunggongvirae	NA	Schmidvirus
Sepunavirus IPLAC1C	1980931	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Sepunavirus
Planidovirus 1	2508226	Viruses	Riboviria	Orthornavirae	Mononiviridae	Alphamononivirus
Alajuela orthobunyavirus	1933181	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Huangpi orthonairovirus	2844860	Viruses	Riboviria	Orthornavirae	Nairoviridae	Orthonairovirus
Punta Toro phlebovirus	1933186	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Phlebovirus
Hardy-Zuckerman feline sarcoma virus	39746	Viruses	Riboviria	Pararnavirae	Retroviridae	Gammaretrovirus
Singapore grouper iridovirus	262968	Viruses	Varidnaviria	Bamfordvirae	Iridoviridae	Ranavirus
Epiphyas postvittana nucleopolyhedrovirus	70600	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Buzura suppressaria nucleopolyhedrovirus	74320	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Pandoravirus neocaledonia	2107708	Viruses	NA	NA	NA	Pandoravirus
Sewage-associated circular DNA virus-33	1592100	Viruses	NA	NA	NA	NA
Nosema ceranae	40302	Eukaryota	Opisthokonta	Fungi	Nosematidae	Nosema
Staphylococcus gallinarum	1293	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus sp. JNUCC-22	2842457	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FJAT-42376	2014076	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. OxB-1	98228	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Metabacillus litoralis	152268	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Peribacillus frigoritolerans	450367	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Parageobacillus caldoxylosilyticus	81408	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Parageobacillus genomosp. 1	1295642	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Lentibacillus amyloliquefaciens	1472767	Bacteria	Terrabacteria group	NA	Bacillaceae	Lentibacillus
Alkalihalobacillus miscanthi	2598861	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Sutcliffiella horikoshii	79883	Bacteria	Terrabacteria group	NA	Bacillaceae	Sutcliffiella
Terribacillus goriensis	386490	Bacteria	Terrabacteria group	NA	Bacillaceae	Terribacillus
Paenibacillus sp. 37	2607911	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. PAMC21692	2762320	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus ihbetae	1870820	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus guangzhouensis	1473112	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus antarcticus	253703	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus durus	44251	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus azoreducens	116718	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Saccharibacillus brassicae	2583377	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Saccharibacillus
Sporosarcina psychrophila	1476	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Jeotgalibacillus malaysiensis	1508404	Bacteria	Terrabacteria group	NA	Planococcaceae	Jeotgalibacillus
Listeria marthii	529731	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Exiguobacterium sp. PFWT01	2829816	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Alicyclobacillus mengziensis	2931921	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Alicyclobacillus
Streptococcus sp. FDAARGOS_521	2420309	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactobacillus gallinarum	52242	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Companilactobacillus zhachilii	2304606	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Apilactobacillus kunkeei	148814	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Apilactobacillus
Vagococcus carniphilus	218144	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Vagococcus sp. CY52-2	2925838	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Clostridium sp. BNL1100	755731	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Blautia obeum	40520	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Ruthenibacterium lactatiformans	1550024	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Ruthenibacterium
Vescimonas fastidiosa	2714353	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Vescimonas
Desulfitobacterium dichloroeliminans	233055	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfitobacterium
Thermincola potens	863643	Bacteria	Terrabacteria group	NA	Thermincolaceae	Thermincola
Thermoanaerobacterium xylanolyticum	29329	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
Mahella australiensis	252966	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella
Acetohalobium arabaticum	28187	Bacteria	Terrabacteria group	NA	Halobacteroidaceae	Acetohalobium
Tepidanaerobacter acetatoxydans	499229	Bacteria	Terrabacteria group	NA	Tepidanaerobacteraceae	Tepidanaerobacter
Natranaerofaba carboxydovora	2742683	Bacteria	Terrabacteria group	NA	Natranaerofabaceae	Natranaerofaba
Pelosinus sp. UFO1	484770	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Erysipelothrix sp. Poltava	2935859	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Mycobacterium diernhoferi	1801	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium paraterrae	577492	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium vanbaalenii	110539	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium anyangense	1431246	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Corynebacterium timonense	441500	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Gordonia jinghuaiqii	2758710	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Skermania piniformis	39122	Bacteria	Terrabacteria group	NA	Gordoniaceae	Skermania
Rhodococcus sp. X156	2499145	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Nocardia tengchongensis	2055889	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Streptomyces sp. S1A1-8	2594460	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. GBA 94-10	1218177	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces qaidamensis	1783515	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces gilvosporeus	553510	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces xiamenensis	408015	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces mirabilis	68239	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces cyaneogriseus	68192	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces murinus	33900	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Raineyella fluvialis	2662261	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Raineyella
Nocardioides cynanchi	2558918	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Aeromicrobium choanae	1736691	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Aeromicrobium chenweiae	2079793	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Actinopolymorpha singaporensis	117157	Bacteria	Terrabacteria group	NA	Actinopolymorphaceae	Actinopolymorpha
Arthrobacter crystallopoietes	37928	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Paenarthrobacter nicotinovorans	29320	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paenarthrobacter
Microbacterium sp. LKL04	912630	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Curtobacterium sp. L6-1	2841594	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Bifidobacterium saguini	762210	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium thermophilum	33905	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Amycolatopsis albispora	1804986	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Amycolatopsis aidingensis	2842453	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Saccharomonospora glauca	40990	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Candidatus Planktophila limnetica	573600	Bacteria	Terrabacteria group	NA	Candidatus Nanopelagicaceae	Candidatus Planktophila
Aquihabitans sp. Kera 3	2884263	Bacteria	Terrabacteria group	NA	Iamiaceae	Aquihabitans
Mycoplasma wenyonii	65123	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Nostoc sp. C057	2576903	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc edaphicum	264686	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sphaeroides	446679	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Synechococcus sp. CBW1006	1353138	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. HK01-R	2751171	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus elongatus	32046	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Candidatus Mikella endobia	1778264	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Mikella
Enterobacteriaceae endosymbiont of Plateumaris sericea	2675797	Bacteria	NA	NA	Enterobacteriaceae	NA
Pectobacterium atrosepticum	29471	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Serratia grimesii	82995	Bacteria	NA	NA	Yersiniaceae	Serratia
Halomonas subglaciescola	29571	Bacteria	NA	NA	Halomonadaceae	Halomonas
Marinomonas foliarum	491950	Bacteria	NA	NA	Oceanospirillaceae	Marinomonas
Thalassolituus oleivorans	187493	Bacteria	NA	NA	Oceanospirillaceae	Thalassolituus
Pseudomonas sp. ADAK18	2730848	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SXM-1	2169583	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PP3	2815936	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. R76	1573711	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SK	2729423	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SW-3	147212	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Marinobacter sp. M3C	2917715	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Stenotrophomonas sp. 169	2770322	Bacteria	NA	NA	Xanthomonadaceae	Stenotrophomonas
Lysobacter oculi	2698682	Bacteria	NA	NA	Xanthomonadaceae	Lysobacter
Dyella thiooxydans	445710	Bacteria	NA	NA	Rhodanobacteraceae	Dyella
Vibrio sp. SCSIO 43140	2819100	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio ziniensis	2711221	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio astriarenae	1481923	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio tritonius	1435069	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio aquimaris	2587862	Bacteria	NA	NA	Vibrionaceae	Vibrio
Acinetobacter sp. YH12138	2601122	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. WCHA55	2004646	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. SCLZS86	2908637	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. FDAARGOS_560	2420305	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter lanii	2715163	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter defluvii	1871111	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter tandoii	202954	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Alteromonas sp. BL110	1714845	Bacteria	NA	NA	Alteromonadaceae	Alteromonas
Alteromonas stellipolaris	233316	Bacteria	NA	NA	Alteromonadaceae	Alteromonas
Shewanella benthica	43661	Bacteria	NA	NA	Shewanellaceae	Shewanella
Moritella sp. 5	2746231	Bacteria	NA	NA	Moritellaceae	Moritella
Actinobacillus equuli	718	Bacteria	NA	NA	Pasteurellaceae	Actinobacillus
Wenzhouxiangella sp. AB-CW3	2771012	Bacteria	NA	NA	Wenzhouxiangellaceae	Wenzhouxiangella
Legionella waltersii	66969	Bacteria	NA	NA	Legionellaceae	Legionella
Legionella sainthelensi	28087	Bacteria	NA	NA	Legionellaceae	Legionella
Aeromonas jandaei	650	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Acidiferrobacter sp. SPIII_3	1281578	Bacteria	NA	NA	Acidiferrobacteraceae	Acidiferrobacter
Microbulbifer sp. A4B17	359370	Bacteria	NA	NA	Microbulbiferaceae	Microbulbifer
Cellvibrio sp. KY-YJ-3	454662	Bacteria	NA	NA	Cellvibrionaceae	Cellvibrio
Cellvibrio sp. KY-GH-1	2303332	Bacteria	NA	NA	Cellvibrionaceae	Cellvibrio
Abyssogena phaseoliformis symbiont	596095	Bacteria	NA	NA	NA	NA
Kangiella sediminilitoris	1144748	Bacteria	NA	NA	Kangiellaceae	Kangiella
Microvirga ossetica	1882682	Bacteria	NA	NA	Methylobacteriaceae	Microvirga
Devosia beringensis	2657486	Bacteria	NA	NA	Devosiaceae	Devosia
Mesorhizobium sp. L-2-11	2744521	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium erdmanii	1777866	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Aquibium oceanicum	1670800	Bacteria	NA	NA	Phyllobacteriaceae	Aquibium
Salaquimonas pukyongi	2712698	Bacteria	NA	NA	Phyllobacteriaceae	Salaquimonas
Brucella melitensis	29459	Bacteria	NA	NA	Brucellaceae	Brucella
Brucella intermedia	94625	Bacteria	NA	NA	Brucellaceae	Brucella
Starkeya sp. ORNL1	2709380	Bacteria	NA	NA	Xanthobacteraceae	Starkeya
Aureimonas mangrovi	2758041	Bacteria	NA	NA	Aurantimonadaceae	Aureimonas
Roseibium alexandrii	388408	Bacteria	NA	NA	Stappiaceae	Roseibium
Bosea vaviloviae	1526658	Bacteria	NA	NA	Boseaceae	Bosea
Phreatobacter sp. NMCR1094	2570229	Bacteria	NA	NA	Phreatobacteraceae	Phreatobacter
Sphingomonas sp. AK-PDB1-5	2872652	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. NIC1	1961362	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. HDW15A	2714942	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Sphingobium herbicidovorans	76947	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Allosphingosinicella indica	941907	Bacteria	NA	NA	Sphingomonadaceae	Allosphingosinicella
Aurantiacibacter atlanticus	1648404	Bacteria	NA	NA	Erythrobacteraceae	Aurantiacibacter
Paraurantiacibacter namhicola	645517	Bacteria	NA	NA	Erythrobacteraceae	Paraurantiacibacter
Paracoccus denitrificans	266	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Paracoccus tegillarcae	1529068	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Rhodobacter sp. CZR27	2033869	Bacteria	NA	NA	Paracoccaceae	Rhodobacter
Rhodobaca barguzinensis	441209	Bacteria	NA	NA	Paracoccaceae	Rhodobaca
Roseovarius indicus	540747	Bacteria	NA	NA	Roseobacteraceae	Roseovarius
Ruegeria pomeroyi	89184	Bacteria	NA	NA	Roseobacteraceae	Ruegeria
Ruegeria sp. AD91A	2293862	Bacteria	NA	NA	Roseobacteraceae	Ruegeria
Acetobacter aceti	435	Bacteria	NA	NA	Acetobacteraceae	Acetobacter
Entomobacter blattae	2762277	Bacteria	NA	NA	Acetobacteraceae	Entomobacter
Asaia bogorensis	91915	Bacteria	NA	NA	Acetobacteraceae	Asaia
Brevundimonas sp. M20	2591463	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Wolbachia endosymbiont of Trichogramma pretiosum	125593	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
endosymbiont of Acanthamoeba sp. UWC8	86106	Bacteria	NA	NA	Holosporaceae	NA
Hirschia baltica	2724	Bacteria	NA	NA	Hyphomonadaceae	Hirschia
Magnetococcus marinus	1124597	Bacteria	NA	NA	Magnetococcaceae	Magnetococcus
Marinicauda algicola	2029849	Bacteria	NA	NA	Maricaulaceae	Marinicauda
Massilia flava	871742	Bacteria	NA	NA	Oxalobacteraceae	Pseudoduganella
Herbaspirillum hiltneri	341045	Bacteria	NA	NA	Oxalobacteraceae	Herbaspirillum
Undibacterium sp. KW1	2058624	Bacteria	NA	NA	Oxalobacteraceae	Undibacterium
Paraburkholderia caffeinilytica	1761016	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Burkholderia sp. IDO3	1705310	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Polynucleobacter sp. es-EL-1	1855652	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Caballeronia sp. Lep1P3	2878150	Bacteria	NA	NA	Burkholderiaceae	Caballeronia
Achromobacter insolitus	217204	Bacteria	NA	NA	Alcaligenaceae	Achromobacter
Bordetella petrii	94624	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Bordetella genomosp. 13	463040	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Taylorella asinigenitalis	84590	Bacteria	NA	NA	Alcaligenaceae	Taylorella
Neisseria zalophi	640030	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria canis	493	Bacteria	NA	NA	Neisseriaceae	Neisseria
Vitreoscilla massiliensis	1689272	Bacteria	NA	NA	Neisseriaceae	Vitreoscilla
Paralysiella testudinis	2809020	Bacteria	NA	NA	Neisseriaceae	Paralysiella
Vogesella sp. LIG4	1192162	Bacteria	NA	NA	Chromobacteriaceae	Vogesella
Sterolibacterium denitrificans	157592	Bacteria	NA	NA	Sterolibacteriaceae	Sterolibacterium
Candidatus Methylopumilus turicensis	1581680	Bacteria	NA	NA	Methylophilaceae	Candidatus Methylopumilus
Methyloradius palustris	2778876	Bacteria	NA	NA	Methylophilaceae	Methyloradius
Nitrosospira multiformis	1231	Bacteria	NA	NA	Nitrosomonadaceae	Nitrosospira
Azoarcus communis	41977	Bacteria	NA	NA	Zoogloeaceae	Parazoarcus
Campylobacter ornithocola	1848766	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Poseidonibacter parvus	1850254	Bacteria	NA	NA	Arcobacteraceae	Poseidonibacter
Sulfurimonas sp. HSL-3221	2894755	Bacteria	NA	NA	Thiovulaceae	Sulfurimonas
Anaeromyxobacter sp. Red630	2918171	Bacteria	NA	NA	Anaeromyxobacteraceae	Anaeromyxobacter
Myxococcus stipitatus	83455	Bacteria	NA	NA	Myxococcaceae	Myxococcus
Geobacter pickeringii	345632	Bacteria	NA	NA	Geobacteraceae	Geobacter
