taxa	taxid	superkingdom	clade	kingdom	family	genus
Pontibacillus sp. ALD_SL1	2777185	Bacteria	Terrabacteria group	NA	Bacillaceae	Pontibacillus
Anaerobacillus isosaccharinicus	1532552	Bacteria	Terrabacteria group	NA	Bacillaceae	Anaerobacillus
Kurthia zopfii	1650	Bacteria	Terrabacteria group	NA	Planococcaceae	Kurthia
Paenibacillus sp. YPD9-1	2908839	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. 481	2835869	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus graminis	189425	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus ihbetae	1870820	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus albus	2495582	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Cohnella candidum	2674991	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Brevibacillus composti	2796470	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Streptococcus sp. 116-D4	2598453	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sp. NPS 308	1902136	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sp. FDAARGOS_521	2420309	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sp. HSISS1	1316410	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus oriscaviae	2781599	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus milleri	33040	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus vestibularis	1343	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus halotolerans	1814128	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus parasuis	1501662	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus himalayensis	1888195	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus porcinus	1340	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Ligilactobacillus acidipiscis	89059	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Enterococcus wangshanyuanii	2005703	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Hungatella hathewayi	154046	Bacteria	Terrabacteria group	NA	Clostridiaceae	Hungatella
Lachnoclostridium sp. YL32	1834196	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Lachnoclostridium
Romboutsia sp. CE17	2724150	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Romboutsia
Acetobacterium wieringae	52694	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Acetobacterium
Dialister hominis	2582419	Bacteria	Terrabacteria group	NA	Veillonellaceae	Dialister
Pelosinus fermentans	365349	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Corynebacterium terpenotabidum	89154	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium xerosis	1725	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycobacterium saskatchewanense	220927	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium ostraviense	2738409	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium basiliense	2094119	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium farcinogenes	1802	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Gordonia amicalis	89053	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Nocardia arthritidis	228602	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Arthrobacter sp. U41	1849032	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Pseudarthrobacter sp. NIBRBAC000502772	2590775	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Pseudarthrobacter sp. NIBRBAC000502770	2590785	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Pseudarthrobacter phenanthrenivorans	361575	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Streptomyces sp. SM18	1736046	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. DSM 40868	2721173	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces angustmyceticus	285578	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces filamentosus	67294	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces collinus	42684	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Kitasatospora aureofaciens	1894	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Kitasatospora
Micromonospora sp. WMMA2032	2039870	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora echinofusca	47858	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Mesoplasma chauliocola	216427	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
Alteracholeplasma palmae	38986	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Alteracholeplasma
Richelia sinica	1357545	Bacteria	Terrabacteria group	NA	Nostocaceae	Richelia
Kovacikia minuta	2931930	Bacteria	Terrabacteria group	NA	Leptolyngbyaceae	Kovacikia
Synechococcus sp. CC9311	64471	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Rippkaea orientalis	2546366	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Rippkaea
Thermus sp. NEB1569	2918899	Bacteria	Terrabacteria group	NA	Thermaceae	Thermus
Deinococcus puniceus	1182568	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Xanthomonas vesicatoria	56460	Bacteria	NA	NA	Xanthomonadaceae	Xanthomonas
Pseudoxanthomonas sp. X-1	2571115	Bacteria	NA	NA	Xanthomonadaceae	Pseudoxanthomonas
Pseudomonas sp. R2-7-07	658641	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SORT22	2813842	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Leaf58	1736226	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. AN-B15	2697023	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mandelii	75612	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas migulae	78543	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas atacamensis	2565368	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas gozinkensis	2774461	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Marinobacter psychrophilus	330734	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Acinetobacter sp. C16S1	2609668	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Halomonas sp. PGE1	2730360	Bacteria	NA	NA	Halomonadaceae	Halomonas
Halomonas alkaliphila	272774	Bacteria	NA	NA	Halomonadaceae	Halomonas
Francisella salina	573569	Bacteria	NA	NA	Francisellaceae	Francisella
Aeromonas sanarellii	633415	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Legionella jordanis	456	Bacteria	NA	NA	Legionellaceae	Legionella
Neisseria wadsworthii	607711	Bacteria	NA	NA	Neisseriaceae	Neisseria
Polynucleobacter asymbioticus	576611	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Bordetella genomosp. 13	463040	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Ensifer sojae	716925	Bacteria	NA	NA	Rhizobiaceae	Ensifer
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium amorphae	71433	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium australicum	536018	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
[Ochrobactrum] quorumnocens	271865	Bacteria	NA	NA	Brucellaceae	Brucella
Labrenzia sp. VG12	2021862	Bacteria	NA	NA	Stappiaceae	Labrenzia
Octadecabacter arcticus	53946	Bacteria	NA	NA	Roseobacteraceae	Octadecabacter
Ruegeria sp. THAF33	2587853	Bacteria	NA	NA	Roseobacteraceae	Ruegeria
Oceanicola sp. D3	2587163	Bacteria	NA	NA	Roseobacteraceae	Oceanicola
Arcobacter defluvii	873191	Bacteria	NA	NA	Arcobacteraceae	Arcobacter
Arcobacter aquimarinus	1315211	Bacteria	NA	NA	Arcobacteraceae	Arcobacter
Aliarcobacter butzleri	28197	Bacteria	NA	NA	Arcobacteraceae	Aliarcobacter
Campylobacter showae	204	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Campylobacter helveticus	28898	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Candidatus Sulfurimonas baltica	2740404	Bacteria	NA	NA	Thiovulaceae	Sulfurimonas
Anaeromyxobacter sp. K	447217	Bacteria	NA	NA	Anaeromyxobacteraceae	Anaeromyxobacter
Desulfovibrio sulfodismutans	63561	Bacteria	NA	NA	Desulfovibrionaceae	Desulfovibrio
Geobacter metallireducens	28232	Bacteria	NA	NA	Geobacteraceae	Geobacter
Syntrophotalea acetylenivorans	1842532	Bacteria	NA	NA	Syntrophotaleaceae	Syntrophotalea
Acidithiobacillus ferriphilus	1689834	Bacteria	NA	NA	Acidithiobacillaceae	Acidithiobacillus
Dysgonomonas sp. HDW5A	2714926	Bacteria	FCB group	NA	Dysgonomonadaceae	Dysgonomonas
Winogradskyella sediminis	1382466	Bacteria	FCB group	NA	Flavobacteriaceae	Winogradskyella
Muricauda aquimarina	254955	Bacteria	FCB group	NA	Flavobacteriaceae	Muricauda
Amniculibacterium sp. G2-70	2767188	Bacteria	FCB group	NA	Flavobacteriaceae	Amniculibacterium
Chryseobacterium sp. G0162	2487063	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Fibrella sp. ES10-3-2-2	1834519	Bacteria	FCB group	NA	Spirosomaceae	Fibrella
Fulvivirga sp. SW1-E11	2904247	Bacteria	FCB group	NA	Fulvivirgaceae	Fulvivirga
Chitinophaga sp. MD30	2033437	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Pelodictyon phaeoclathratiforme	34090	Bacteria	FCB group	NA	Chlorobiaceae	Pelodictyon
Treponema sp. OMZ 838	1539298	Bacteria	NA	NA	Treponemataceae	Treponema
Fusobacterium varium	856	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Fusobacterium periodonticum	860	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Leptotrichia sp. oral taxon 212	712357	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Leptotrichia sp. oral taxon 847	1785996	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Thermotoga sp. RQ2	126740	Bacteria	NA	NA	Thermotogaceae	Thermotoga
Gimesia maris	122	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Gimesia aquarii	2527964	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Haloplanus aerogenes	660522	Archaea	Stenosarchaea group	NA	Haloferacaceae	Haloplanus
Halopenitus persicus	1048396	Archaea	Stenosarchaea group	NA	Halorubraceae	Halopenitus
Haladaptatus pallidirubidus	1008152	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Haladaptatus
Natronomonas pharaonis	2257	Archaea	Stenosarchaea group	NA	Haloarculaceae	Natronomonas
Halorientalis sp. ZY14	2931977	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halorientalis
Natrinema versiforme	88724	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Natrinema salinisoli	2878535	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Methanosarcina lacustris	170861	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Thermococcus onnurineus	342948	Archaea	NA	NA	Thermococcaceae	Thermococcus
Sulfodiicoccus acidiphilus	1670455	Archaea	TACK group	NA	Sulfolobaceae	Sulfodiicoccus
Staphylococcus phage StB12	1147042	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Spodoptera exigua multiple nucleopolyhedrovirus	10454	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Musca hytrosavirus	2747498	Viruses	NA	NA	Hytrosaviridae	Muscavirus
Pneumocystis jirovecii	42068	Eukaryota	Opisthokonta	Fungi	Pneumocystidaceae	Pneumocystis
Cryptococcus gattii VGI	37769	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Cryptococcus gattii VGII	1859096	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Encephalitozoon hellem	27973	Eukaryota	Opisthokonta	Fungi	Unikaryonidae	Encephalitozoon
Nematocida sp. 1	1155007	Eukaryota	Opisthokonta	Fungi	NA	Nematocida
Trachipleistophora hominis	72359	Eukaryota	Opisthokonta	Fungi	Pleistophoridae	Trachipleistophora
Babesia bovis	5865	Eukaryota	Sar	NA	Babesiidae	Babesia
Babesia microti	5868	Eukaryota	Sar	NA	Babesiidae	Babesia
Pseudomonas sp. B11D7D	2735906	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. DR 5-09	1534110	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. BIOMIG1BAC	1758730	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas cedrina	651740	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas alcaliphila	101564	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Cobetia sp. 4B	2758724	Bacteria	NA	NA	Halomonadaceae	Cobetia
Marinomonas foliarum	491950	Bacteria	NA	NA	Oceanospirillaceae	Marinomonas
Marinomonas sp. CT5	2066133	Bacteria	NA	NA	Oceanospirillaceae	Marinomonas
Marinomonas primoryensis	178399	Bacteria	NA	NA	Oceanospirillaceae	Marinomonas
Mannheimia ovis	2679994	Bacteria	NA	NA	Pasteurellaceae	Mannheimia
Vibrio algicola	2662262	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio hyugaensis	1534743	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio chagasii	170679	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio tritonius	1435069	Bacteria	NA	NA	Vibrionaceae	Vibrio
Shewanella sp. FJAT-51860	2864212	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella sp. FJAT-51649	2864210	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella aestuarii	1028752	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella decolorationis	256839	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella frigidimarina	56812	Bacteria	NA	NA	Shewanellaceae	Shewanella
Francisella uliginis	573570	Bacteria	NA	NA	Francisellaceae	Francisella
Francisella halioticida	549298	Bacteria	NA	NA	Francisellaceae	Francisella
Microbulbifer sp. GL-2	2591606	Bacteria	NA	NA	Microbulbiferaceae	Microbulbifer
Candidatus Pseudothioglobus singularis	1427364	Bacteria	NA	NA	NA	Candidatus Pseudothioglobus
Aeromonas sp. CU5	2033033	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Polynucleobacter duraquae	1835254	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Polynucleobacter sp. MWH-P3-07-1	1743173	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Polynucleobacter sp. es-EL-1	1855652	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Polynucleobacter sp. JS-JIR-II-b4	1758390	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Polynucleobacter sp. MWH-Braz-FAM2G	1855883	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Thiomonas arsenitoxydans	426114	Bacteria	NA	NA	NA	Thiomonas
Candidatus Nitrotoga sp. AM1P	2559597	Bacteria	NA	NA	Gallionellaceae	Candidatus Nitrotoga
Candidatus Pelagibacter giovannonii	2563896	Bacteria	NA	NA	Pelagibacteraceae	Candidatus Pelagibacter
Candidatus Pelagibacter ubique	198252	Bacteria	NA	NA	Pelagibacteraceae	Candidatus Pelagibacter
Bartonella schoenbuchensis	165694	Bacteria	NA	NA	Bartonellaceae	Bartonella
Rhizobium sp. ZX09	2291939	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Pseudorhizobium flavum	1335061	Bacteria	NA	NA	Rhizobiaceae	Pseudorhizobium
Bradyrhizobium vignae	1549949	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Azospirillum oryzae	286727	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Ruegeria sp. AD91A	2293862	Bacteria	NA	NA	Roseobacteraceae	Ruegeria
Neorickettsia sennetsu	951	Bacteria	NA	NA	Anaplasmataceae	Neorickettsia
Candidatus Wolbachia massiliensis	1845000	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Rickettsia prowazekii	782	Bacteria	NA	NA	Rickettsiaceae	Rickettsia
Campylobacter novaezeelandiae	2267891	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Malaciobacter canalis	1912871	Bacteria	NA	NA	Arcobacteraceae	Malaciobacter
Corallococcus macrosporus	35	Bacteria	NA	NA	Myxococcaceae	Corallococcus
Staphylococcus sp. HL28	2897335	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus sp. 1NLA3E	666686	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Mesobacillus sp. S13	2880221	Bacteria	Terrabacteria group	NA	Bacillaceae	Mesobacillus
Lederbergia lenta	1467	Bacteria	Terrabacteria group	NA	Bacillaceae	Lederbergia
Paenibacillus sp. CAA11	1532905	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. JNUCC-32	2777984	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. Cedars	1980674	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. FSL R5-0912	1536771	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus beijingensis	1126833	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus sp. BB3-R1	2950604	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus sp. 7WMA2	2683193	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Enterococcus sp. M190262	2582830	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Enterococcus rotai	118060	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Enterococcus lactis	357441	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Lacticaseibacillus chiayiensis	2100821	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Lactobacillus kullabergensis	1218493	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Streptococcus periodonticum	2490633	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Blautia producta	33035	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Roseburia sp. NSJ-69	2763062	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Roseburia
Coprococcus eutactus	33043	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Coprococcus
Faecalibacterium sp. IP329	2929489	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Faecalibacterium sp. I3333	2929492	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Faecalibacterium sp. I4179	2929494	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Fenollaria sporofastidiosus	2811778	Bacteria	Terrabacteria group	NA	NA	Fenollaria
Caldicellulosiruptor diazotrophicus	2806205	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
Corynebacterium crudilactis	1652495	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium cystitidis	35757	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium kutscheri	35755	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycobacterium colombiense	339268	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Rhodococcus sp. RDE2	2885078	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. B7740	1564114	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Gordonia terrae	2055	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Microbacterium sp. KUDC0406	2909588	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. SGAir0570	2070348	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Arthrobacter sp. D5-1	1477518	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Paenarthrobacter aurescens	43663	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paenarthrobacter
Cellulosimicrobium sp. BI34T	2587808	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Cellulosimicrobium
Gardnerella piotii	2792977	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Gardnerella
Streptomyces sp. jing01	2726118	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. Sge12	1972846	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. AgN23	1188315	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. RLB1-33	2721243	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces incarnatus	665007	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces vietnamensis	362257	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces violaceoruber	1935	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces griseoviridis	45398	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces peucetius	1950	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Candidatus Planktophila dulcis	1884914	Bacteria	Terrabacteria group	NA	Candidatus Nanopelagicaceae	Candidatus Planktophila
Halomicronema hongdechloris	1209493	Bacteria	Terrabacteria group	NA	Prochlorotrichaceae	Halomicronema
Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	Bacteria	Terrabacteria group	NA	Oculatellaceae	Thermoleptolyngbya
Nostoc flagelliforme	1306274	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Tolypothrix tenuis	457083	Bacteria	Terrabacteria group	NA	Tolypothrichaceae	Tolypothrix
Tolypothrix sp. PCC 7910	2099387	Bacteria	Terrabacteria group	NA	Tolypothrichaceae	Tolypothrix
Nodularia spumigena	70799	Bacteria	Terrabacteria group	NA	Aphanizomenonaceae	Nodularia
Synechococcus sp. BIOS-U3-1	1400865	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. CB0101	232348	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Spiroplasma cantharicola	362837	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Muricauda oceani	2698672	Bacteria	FCB group	NA	Flavobacteriaceae	Muricauda
Polaribacter sp. SA4-12	1312072	Bacteria	FCB group	NA	Flavobacteriaceae	Polaribacter
Polaribacter litorisediminis	1908341	Bacteria	FCB group	NA	Flavobacteriaceae	Polaribacter
Winogradskyella sp. PC-19	754417	Bacteria	FCB group	NA	Flavobacteriaceae	Winogradskyella
Leeuwenhoekiella palythoae	573501	Bacteria	FCB group	NA	Flavobacteriaceae	Leeuwenhoekiella
Chryseobacterium sp. C-17	2898076	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. T16E-39	2015076	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium joostei	112234	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Apibacter sp. B2966	2656761	Bacteria	FCB group	NA	Weeksellaceae	Apibacter
Apibacter sp. B3706	2656760	Bacteria	FCB group	NA	Weeksellaceae	Apibacter
Cruoricaptor ignavus	1118202	Bacteria	FCB group	NA	Weeksellaceae	Cruoricaptor
Elizabethkingia miricola	172045	Bacteria	FCB group	NA	Weeksellaceae	Elizabethkingia
Spirosoma sp. KCTC 72228	2710596	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Cyclobacterium marinum	104	Bacteria	FCB group	NA	Cyclobacteriaceae	Cyclobacterium
Prevotella sp. E2-25	2913619	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella sp. E15-22	2937774	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Parabacteroides merdae	46503	Bacteria	FCB group	NA	Tannerellaceae	Parabacteroides
Duncaniella dubosii	2518971	Bacteria	FCB group	NA	Muribaculaceae	Duncaniella
Sphingobacterium sp. CZ-2	2557994	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Sphingobacterium sp. PCS056	2931400	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Rhodopirellula baltica	265606	Bacteria	PVC group	NA	Pirellulaceae	Rhodopirellula
Rosistilla carotiformis	2528017	Bacteria	PVC group	NA	Pirellulaceae	Rosistilla
Brachyspira hyodysenteriae	159	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Thermotoga naphthophila	93930	NA	NA	NA	NA	NA
Methanocaldococcus bathoardescens	1301915	Archaea	Methanomada group	NA	Methanocaldococcaceae	Methanocaldococcus
Methanotorris igneus	2189	Archaea	Methanomada group	NA	Methanocaldococcaceae	Methanotorris
Methanofollis liminatans	2201	Archaea	Stenosarchaea group	NA	Methanomicrobiaceae	Methanofollis
Natrialba magadii	13769	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrialba
Halopiger xanaduensis	387343	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halopiger
Natrinema sp. YPL30	1710539	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Thermococcus gammatolerans	187878	Archaea	NA	NA	Thermococcaceae	Thermococcus
Geoglobus ahangari	113653	Archaea	NA	NA	Archaeoglobaceae	Geoglobus
Candidatus Nitrosopumilus sediminis	1229909	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Stygiolobus sp. KN-1	2824673	Archaea	TACK group	NA	Sulfolobaceae	Stygiolobus
Singapore grouper iridovirus	262968	Viruses	Varidnaviria	Bamfordvirae	Iridoviridae	Ranavirus
Tokyovirus A1	1826170	Viruses	Varidnaviria	Bamfordvirae	Marseilleviridae	Marseillevirus
Ostreococcus lucimarinus virus OlV5	754064	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Prasinovirus
Chrysochromulina ericina virus	455364	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	NA
Cotia virus	39444	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Oryzopoxvirus
Acinetobacter phage phiAC-1	1229760	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Eganvirus SW9	2846110	Viruses	Duplodnaviria	Heunggongvirae	Peduoviridae	Eganvirus
