taxa	taxid	superkingdom	clade	kingdom	family	genus
Candidatus Phytoplasma solani	69896	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Candidatus Phytoplasma
Acholeplasma hippikon	264636	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Acholeplasma
Haploplasma axanthum	29552	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Haploplasma
Nostoc sp. PCC 7524	28072	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Synechococcus sp. CBW1006	1353138	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. WH 8109	166314	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Cyanobium sp. NS01	261284	Bacteria	Terrabacteria group	NA	Prochlorococcaceae	Cyanobium
[Phormidium] sp. ETS-05	222819	Bacteria	Terrabacteria group	NA	NA	Koinonema
Deinococcus sp. QL22	2939437	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Deinococcus psychrotolerans	2489213	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Deinococcus metallilatus	1211322	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Roseiflexus castenholzii	120962	Bacteria	Terrabacteria group	NA	Roseiflexaceae	Roseiflexus
Roseiflexus sp. RS-1	357808	Bacteria	Terrabacteria group	NA	Roseiflexaceae	Roseiflexus
Dehalogenimonas formicexedens	1839801	Bacteria	Terrabacteria group	NA	NA	Dehalogenimonas
Escherichia sp. E4742	2044467	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Salmonella sp. SSDFZ54	2500542	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Enterobacter sp. SA187	1914861	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. E76	2596949	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Blochmannia endosymbiont of Colobopsis nipponica	2681987	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Kosakonia arachidis	551989	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Leclercia pneumoniae	2815358	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Yokenella regensburgei	158877	Bacteria	NA	NA	Enterobacteriaceae	Yokenella
Serratia ureilytica	300181	Bacteria	NA	NA	Yersiniaceae	Serratia
Ewingella americana	41202	Bacteria	NA	NA	Yersiniaceae	Ewingella
Chania multitudinisentens	1639108	Bacteria	NA	NA	Yersiniaceae	Chania
Pantoea deleyi	470932	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea alhagi	1891675	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pectobacterium sp. PL64	2738983	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium quasiaquaticum	2774015	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Musicola paradisiaca	69223	Bacteria	NA	NA	Pectobacteriaceae	Musicola
Lysobacter sp. CECT 30171	2822368	Bacteria	NA	NA	Xanthomonadaceae	Lysobacter
Lysobacter capsici	435897	Bacteria	NA	NA	Xanthomonadaceae	Lysobacter
Lysobacter maris	1605891	Bacteria	NA	NA	Xanthomonadaceae	Lysobacter
Luteimonas sp. YGD11-2	2508168	Bacteria	NA	NA	Xanthomonadaceae	Luteimonas
Luteimonas sp. S4-F44	2925842	Bacteria	NA	NA	Xanthomonadaceae	Luteimonas
Luteibacter sp. 335	2911538	Bacteria	NA	NA	Rhodanobacteraceae	Luteibacter
Frateuria sp. 5GH9-11	1542730	Bacteria	NA	NA	Rhodanobacteraceae	Frateuria
Pseudomonas sp. DTU12.1	2654238	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Pc102	2678261	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PP3	2815936	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. phDV1	253237	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PIA16	2931382	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mendocina	300	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas furukawaii	1149133	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas balearica	74829	Bacteria	NA	NA	Pseudomonadaceae	Stutzerimonas
Pseudomonas viridiflava	33069	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Lz4W	1206777	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas zarinae	2745498	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas arsenicoxydans	702115	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas iranensis	2745503	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas tohonis	2725477	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas eucalypticola	2599595	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas lalkuanensis	2604832	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas alvandae	2842348	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas versuta	1788301	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas saudiphocaensis	1499686	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas azerbaijanoriens	2842350	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas thivervalensis	86265	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Halopseudomonas salegens	1434072	Bacteria	NA	NA	Pseudomonadaceae	Halopseudomonas
Marinobacter sp. CA1	2817656	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Marinobacter fonticola	2603215	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Halomonas sp. PGE1	2730360	Bacteria	NA	NA	Halomonadaceae	Halomonas
Halomonas chromatireducens	507626	Bacteria	NA	NA	Halomonadaceae	Halomonas
Thalassolituus sp. C2-1	2597518	Bacteria	NA	NA	Oceanospirillaceae	Thalassolituus
Vibrio jasicida	766224	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio sp. THAF191d	2661922	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio sp. B1FLJ16	2751178	Bacteria	NA	NA	Vibrionaceae	Vibrio
Grimontia hollisae	673	Bacteria	NA	NA	Vibrionaceae	Grimontia
Salinivibrio kushneri	1908198	Bacteria	NA	NA	Vibrionaceae	Salinivibrio
Acinetobacter sp. ASP199	2773709	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter wuhouensis	1879050	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Moraxella sp. ZY201115	2904121	Bacteria	NA	NA	Moraxellaceae	Moraxella
Psychrobacter sp. P11G3	1699623	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Pseudoalteromonas sp. SCSIO 43088	2822846	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Pseudoalteromonas sp. PS1M3	87791	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Shewanella psychrophila	225848	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella glacialimarina	2590884	Bacteria	NA	NA	Shewanellaceae	Shewanella
Thalassotalea sp. LPB0316	2769490	Bacteria	NA	NA	Colwelliaceae	Thalassotalea
Ferrimonas balearica	44012	Bacteria	NA	NA	Ferrimonadaceae	Ferrimonas
Pasteurella atlantica	2827233	Bacteria	NA	NA	Pasteurellaceae	Pasteurella
Aggregatibacter segnis	739	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Mannheimia ovis	2679994	Bacteria	NA	NA	Pasteurellaceae	Mannheimia
Gallibacterium anatis	750	Bacteria	NA	NA	Pasteurellaceae	Gallibacterium
Thioalkalivibrio versutus	106634	Bacteria	NA	NA	Ectothiorhodospiraceae	Thioalkalivibrio
Wenzhouxiangella marina	1579979	Bacteria	NA	NA	Wenzhouxiangellaceae	Wenzhouxiangella
Wenzhouxiangella sp. AB-CW3	2771012	Bacteria	NA	NA	Wenzhouxiangellaceae	Wenzhouxiangella
Woeseia oceani	1548547	Bacteria	NA	NA	Woeseiaceae	Woeseia
Legionella clemsonensis	1867846	Bacteria	NA	NA	Legionellaceae	Legionella
Zobellella denitrificans	347534	Bacteria	NA	NA	Aeromonadaceae	Zobellella
Methylococcus sp. Mc7	2860258	Bacteria	NA	NA	Methylococcaceae	Methylococcus
Methylomonas methanica	421	Bacteria	NA	NA	Methylococcaceae	Methylomonas
Francisella orientalis	299583	Bacteria	NA	NA	Francisellaceae	Francisella
Diaphorobacter ruginosibacter	1715720	Bacteria	NA	NA	Comamonadaceae	Diaphorobacter
Polaromonas vacuolata	37448	Bacteria	NA	NA	Comamonadaceae	Polaromonas
Burkholderia pyrrocinia	60550	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia stabilis	95485	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia stagnalis	1503054	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia sp. MSMB617WGS	1637831	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia sp. B21-007	2890407	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia sp. IDO3	1705310	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Cupriavidus sp. USMAA2-4	876364	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Cupriavidus sp. KK10	1478019	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Paraburkholderia edwinii	2861782	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Paraburkholderia caledonica	134536	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Pandoraea pnomenusa	93220	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Pandoraea sputorum	93222	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Ralstonia pickettii	329	Bacteria	NA	NA	Burkholderiaceae	Ralstonia
Polynucleobacter sp. VK25	1758398	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Thiomonas sp. X19	1050370	Bacteria	NA	NA	NA	Thiomonas
Achromobacter sp. ES-001	2860286	Bacteria	NA	NA	Alcaligenaceae	Achromobacter
Achromobacter mucicolens	1389922	Bacteria	NA	NA	Alcaligenaceae	Achromobacter
Bordetella flabilis	463014	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Bordetella pseudohinzii	1331258	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Orrella sp. f23	2782176	Bacteria	NA	NA	Alcaligenaceae	Orrella
Advenella kashmirensis	310575	Bacteria	NA	NA	Alcaligenaceae	Advenella
Duganella sp. AF9R3	2728021	Bacteria	NA	NA	Oxalobacteraceae	Duganella
Herbaspirillum hiltneri	341045	Bacteria	NA	NA	Oxalobacteraceae	Herbaspirillum
Collimonas fungivorans	158899	Bacteria	NA	NA	Oxalobacteraceae	Collimonas
Chromobacterium sp. ATCC 53434	2059672	Bacteria	NA	NA	Chromobacteriaceae	Chromobacterium
Vogesella sp. XCS3	2877939	Bacteria	NA	NA	Chromobacteriaceae	Vogesella
Chitinibacter fontanus	1737446	Bacteria	NA	NA	Chromobacteriaceae	Chitinibacter
Pseudogulbenkiania sp. NH8B	748280	Bacteria	NA	NA	Chromobacteriaceae	Pseudogulbenkiania
Jeongeupia sp. USM3	1906741	Bacteria	NA	NA	Chromobacteriaceae	Jeongeupia
Thauera aromatica	59405	Bacteria	NA	NA	Zoogloeaceae	Thauera
Azospira restricta	404405	Bacteria	NA	NA	Rhodocyclaceae	Azospira
Methyloradius palustris	2778876	Bacteria	NA	NA	Methylophilaceae	Methyloradius
Gallionella capsiferriformans	370405	Bacteria	NA	NA	Gallionellaceae	Gallionella
Campylobacter novaezeelandiae	2267891	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Helicobacter cetorum	138563	Bacteria	NA	NA	Helicobacteraceae	Helicobacter
Helicobacter sp. NHP19-0003	2849641	Bacteria	NA	NA	Helicobacteraceae	Helicobacter
Archangium gephyra	48	Bacteria	NA	NA	Archangiaceae	Archangium
Corallococcus coralloides	184914	Bacteria	NA	NA	Myxococcaceae	Corallococcus
Corallococcus sp. EGB	1521117	Bacteria	NA	NA	Myxococcaceae	Corallococcus
Sandaracinus amylolyticus	927083	Bacteria	NA	NA	Sandaracinaceae	Sandaracinus
Geomonas subterranea	2847989	Bacteria	NA	NA	Geobacteraceae	Geomonas
Geobacter pickeringii	345632	Bacteria	NA	NA	Geobacteraceae	Geobacter
Desulfosarcina alkanivorans	571177	Bacteria	NA	NA	Desulfosarcinaceae	Desulfosarcina
Desulfatibacillum aliphaticivorans	218208	Bacteria	NA	NA	Desulfatibacillaceae	Desulfatibacillum
Rhizobium sp. 11515TR	2028343	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Rhizobium sp. 007	2785056	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Rhizobium sp. NLR16a	2731112	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Rhizobium tropici	398	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Rhizobium gallicum	56730	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Agrobacterium sp. S7/73	2820002	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Agrobacterium sp. T29	2580515	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Shinella sp. HZN7	879274	Bacteria	NA	NA	Rhizobiaceae	Shinella
Sinorhizobium sp. BG8	2613773	Bacteria	NA	NA	Rhizobiaceae	Sinorhizobium
Ensifer mexicanus	375549	Bacteria	NA	NA	Rhizobiaceae	Ensifer
Georhizobium profundi	2341112	Bacteria	NA	NA	Rhizobiaceae	Georhizobium
Methylobacterium radiotolerans	31998	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Methylobacterium radiodurans	2202828	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Methylobacterium sp. XJLW	739141	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Bradyrhizobium sp. I71	2590772	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium sp. SK17	2057741	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium sp. 41S5	1404443	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium sp. CCBAU 51765	1325102	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium sp. C-145	574727	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium genosp. L	83637	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Tardiphaga sp. vice304	2592817	Bacteria	NA	NA	Nitrobacteraceae	Tardiphaga
Mesorhizobium sp. J8	2777475	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. B4-1-4	2589888	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium amorphae	71433	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium erdmanii	1777866	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Roseitalea porphyridii	1852022	Bacteria	NA	NA	Phyllobacteriaceae	Roseitalea
Ancylobacter pratisalsi	1745854	Bacteria	NA	NA	Xanthobacteraceae	Ancylobacter
Ancylobacter sp. TS-1	1850374	Bacteria	NA	NA	Xanthobacteraceae	Ancylobacter
Bosea sp. PAMC 26642	1792307	Bacteria	NA	NA	Boseaceae	Bosea
Bosea sp. AS-1	2015316	Bacteria	NA	NA	Boseaceae	Bosea
Devosia sp. I507	2083786	Bacteria	NA	NA	Devosiaceae	Devosia
Devosia sp. 1566	2499144	Bacteria	NA	NA	Devosiaceae	Devosia
Devosia sp. SL43	2806348	Bacteria	NA	NA	Devosiaceae	Devosia
Devosia beringensis	2657486	Bacteria	NA	NA	Devosiaceae	Devosia
Devosia oryziradicis	2801335	Bacteria	NA	NA	Devosiaceae	Devosia
Youhaiella tibetensis	1447062	Bacteria	NA	NA	Devosiaceae	Youhaiella
Brucella ceti	120577	Bacteria	NA	NA	Brucellaceae	Brucella
Roseibium aggregatum	187304	Bacteria	NA	NA	Stappiaceae	Roseibium
Stappia indica	538381	Bacteria	NA	NA	Stappiaceae	Stappia
Pseudorhodoplanes sinuspersici	1235591	Bacteria	NA	NA	NA	Pseudorhodoplanes
Bartonella krasnovii	2267275	Bacteria	NA	NA	Bartonellaceae	Bartonella
Bartonella henselae	38323	Bacteria	NA	NA	Bartonellaceae	Bartonella
Bartonella schoenbuchensis	165694	Bacteria	NA	NA	Bartonellaceae	Bartonella
Hyphomicrobium sp. MC1	717785	Bacteria	NA	NA	Hyphomicrobiaceae	Hyphomicrobium
Methylocella tundrae	227605	Bacteria	NA	NA	Beijerinckiaceae	Methylocella
Paracoccus aminophilus	34003	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Paroceanicella profunda	2579971	Bacteria	NA	NA	Paracoccaceae	Paroceanicella
Tritonibacter mobilis	379347	Bacteria	NA	NA	Paracoccaceae	Tritonibacter
Roseovarius sp. SCSIO 43702	2823043	Bacteria	NA	NA	Roseobacteraceae	Roseovarius
Roseovarius faecimaris	2494550	Bacteria	NA	NA	Roseobacteraceae	Roseovarius
Celeribacter baekdonensis	875171	Bacteria	NA	NA	Roseobacteraceae	Celeribacter
Celeribacter ethanolicus	1758178	Bacteria	NA	NA	Roseobacteraceae	Celeribacter
Roseobacter ponti	1891787	Bacteria	NA	NA	Roseobacteraceae	Roseobacter
Sphingobium sp. SCG-1	2072936	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Sphingobium sp. KCTC 72723	2733867	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Sphingobium chlorophenolicum	46429	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Sphingobium phenoxybenzoativorans	1592790	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Sphingobium fuliginis	336203	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Sphingopyxis sp. FD7	1914525	Bacteria	NA	NA	Sphingomonadaceae	Sphingopyxis
Novosphingobium sp. Gsoil 351	2675225	Bacteria	NA	NA	Sphingomonadaceae	Novosphingobium
Sphingosinithalassobacter tenebrarum	2711215	Bacteria	NA	NA	Sphingomonadaceae	Sphingosinithalassobacter
Porphyrobacter sp. CACIAM 03H1	2003315	Bacteria	NA	NA	Erythrobacteraceae	Porphyrobacter
Porphyrobacter sp. HT-58-2	2023229	Bacteria	NA	NA	Erythrobacteraceae	Porphyrobacter
Qipengyuania aquimaris	255984	Bacteria	NA	NA	Erythrobacteraceae	Qipengyuania
Pelagerythrobacter marensis	543877	Bacteria	NA	NA	Erythrobacteraceae	Pelagerythrobacter
Lichenicola cladoniae	1484109	Bacteria	NA	NA	Acetobacteraceae	Lichenicola
Granulibacter bethesdensis	364410	Bacteria	NA	NA	Acetobacteraceae	Granulibacter
Azospirillum sp. TSH58	664962	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Azospirillum thermophilum	2202148	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Azospirillum brasilense	192	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Nitrospirillum amazonense	28077	Bacteria	NA	NA	Azospirillaceae	Nitrospirillum
Haematospirillum jordaniae	1549855	Bacteria	NA	NA	Rhodospirillaceae	Haematospirillum
Defluviicoccus vanus	111831	Bacteria	NA	NA	Rhodospirillaceae	Defluviicoccus
Brevundimonas sp. 'scallop'	2562582	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas sp. AJA228-03	2752515	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas pondensis	2774189	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas vancanneytii	1325724	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas goettingensis	2774190	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Wolbachia endosymbiont of Brugia malayi	80849	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Wolbachia endosymbiont of Trichogramma pretiosum	125593	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Candidatus Wolbachia massiliensis	1845000	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Anaplasma centrale	769	Bacteria	NA	NA	Anaplasmataceae	Anaplasma
Rickettsia sibirica	35793	Bacteria	NA	NA	Rickettsiaceae	Rickettsia
Rickettsia canadensis	788	Bacteria	NA	NA	Rickettsiaceae	Rickettsia
Hyphomonas sp. CACIAM 19H1	1873716	Bacteria	NA	NA	Hyphomonadaceae	Hyphomonas
Flavobacterium arcticum	1784713	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Myroides profundi	480520	Bacteria	FCB group	NA	Flavobacteriaceae	Myroides
Gramella echinicola	279359	Bacteria	FCB group	NA	Flavobacteriaceae	Gramella
Salegentibacter sp. T436	1729720	Bacteria	FCB group	NA	Flavobacteriaceae	Salegentibacter
Nonlabens sp. MB-3u-79	2058134	Bacteria	FCB group	NA	Flavobacteriaceae	Nonlabens
Chryseobacterium rhizoplanae	1609531	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Candidatus Walczuchella monophlebidarum	1415657	Bacteria	FCB group	NA	NA	Candidatus Walczuchella
Spirosoma taeanense	2735870	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Hymenobacter sp. APR13	1356852	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Mucilaginibacter xinganensis	1234841	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Sphingobacterium mizutaii	1010	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Olivibacter sp. SDN3	2764720	Bacteria	FCB group	NA	Sphingobacteriaceae	Olivibacter
Breznakiella homolactica	2798577	Bacteria	NA	NA	Breznakiellaceae	Breznakiella
Pseudothermotoga lettingae	177758	Bacteria	NA	NA	Thermotogaceae	Pseudothermotoga
Fervidobacterium islandicum	2423	Bacteria	NA	NA	Fervidobacteriaceae	Fervidobacterium
Gimesia algae	2527971	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Alienimonas californiensis	2527989	Bacteria	PVC group	NA	Planctomycetaceae	Alienimonas
Anaerohalosphaera lusitana	1936003	Bacteria	PVC group	NA	Anaerohalosphaeraceae	Anaerohalosphaera
Opitutus terrae	107709	Bacteria	PVC group	NA	Opitutaceae	Opitutus
Opitutus sp. GAS368	1882749	Bacteria	PVC group	NA	Opitutaceae	Opitutus
Akkermansia glycaniphila	1679444	Bacteria	PVC group	NA	Akkermansiaceae	Akkermansia
Verrucomicrobium spinosum	2736	Bacteria	PVC group	NA	Verrucomicrobiaceae	Verrucomicrobium
Candidatus Nanosynbacter sp. HMT352	2902423	NA	NA	NA	NA	NA
Edaphobacter sp. 12200R-103	2703788	Bacteria	NA	NA	Acidobacteriaceae	Edaphobacter
Granulicella tundricola	940615	Bacteria	NA	NA	Acidobacteriaceae	Granulicella
Chloracidobacterium thermophilum	458033	Bacteria	NA	NA	NA	Chloracidobacterium
Candidatus Endomicrobium trichonymphae	1408204	Bacteria	NA	NA	Endomicrobiaceae	Endomicrobium
Aquifex aeolicus	63363	Bacteria	NA	NA	Aquificaceae	Aquifex
Thermocrinis minervae	381751	Bacteria	NA	NA	Aquificaceae	Thermocrinis
Pyramidobacter piscolens	638849	Bacteria	NA	NA	Dethiosulfovibrionaceae	Pyramidobacter
Haloplanus rallus	1816183	Archaea	Stenosarchaea group	NA	Haloferacaceae	Haloplanus
Halobaculum roseum	2175149	Archaea	Stenosarchaea group	NA	Halorubraceae	Halobaculum
Halorubrum sp. 2020YC2	2836432	Archaea	Stenosarchaea group	NA	Halorubraceae	Halorubrum
Halopenitus persicus	1048396	Archaea	Stenosarchaea group	NA	Halorubraceae	Halopenitus
Halobacterium sp. Gai3-17	2902623	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Halobacterium litoreum	2039234	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Halosimplex pelagicum	869886	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosimplex
Halosiccatus urmianus	1586233	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosiccatus
Halococcus dombrowskii	179637	Archaea	Stenosarchaea group	NA	Halococcaceae	Halococcus
Halovivax limisalsi	1453760	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halovivax
Methanosarcina siciliae	38027	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Methanomethylovorans hollandica	101192	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanomethylovorans
Methanothrix soehngenii	2223	Archaea	Stenosarchaea group	NA	Methanotrichaceae	Methanothrix
Methanobrevibacter smithii	2173	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Methanobacterium congolense	118062	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobacterium
Methanothermobacter thermautotrophicus	145262	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanothermobacter
Methanotorris igneus	2189	Archaea	Methanomada group	NA	Methanocaldococcaceae	Methanotorris
Candidatus Nitrosopumilus sp. SW	2508726	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Candidatus Nitrosotalea okcheonensis	1903276	Archaea	TACK group	NA	NA	Candidatus Nitrosotalea
Human coronavirus HKU1	290028	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Respiratory syncytial virus	12814	Viruses	Riboviria	Orthornavirae	Pneumoviridae	Orthopneumovirus
Hardy-Zuckerman feline sarcoma virus	39746	Viruses	Riboviria	Pararnavirae	Retroviridae	Gammaretrovirus
Shewanella sp. phage 1/40	1458860	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Montyvirus john316	2844668	Viruses	Duplodnaviria	Heunggongvirae	NA	Montyvirus
Sextaecvirus SEP9	1922247	Viruses	Duplodnaviria	Heunggongvirae	NA	Sextaecvirus
Aoqinvirus RD1410W101	2846069	Viruses	Duplodnaviria	Heunggongvirae	Schitoviridae	Aoqinvirus
Eptesipox virus	1329402	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Vespertilionpoxvirus
Tanapox virus	99000	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Yatapoxvirus
Brazilian marseillevirus	1813599	Viruses	Varidnaviria	Bamfordvirae	Marseilleviridae	Marseillevirus
Icerudivirus SIRV2	2845001	Viruses	Adnaviria	Zilligvirae	Rudiviridae	Icerudivirus
Acanthamoeba sp. ATCC 50496	225840	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Leishmania braziliensis	5660	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Bacillus tropicus	2026188	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. BD59S	2499213	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FDAARGOS_527	2576356	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. ms-22	2683680	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
