taxa	taxid	superkingdom	clade	kingdom	family	genus
Echinicola rosea	1807691	Bacteria	FCB group	NA	Cyclobacteriaceae	Echinicola
Echinicola soli	2591634	Bacteria	FCB group	NA	Cyclobacteriaceae	Echinicola
Mongoliitalea daihaiensis	2782006	Bacteria	FCB group	NA	Cyclobacteriaceae	Mongoliitalea
Runella slithyformis	106	Bacteria	FCB group	NA	Spirosomaceae	Runella
Dyadobacter sandarakinus	2747268	Bacteria	FCB group	NA	Spirosomaceae	Dyadobacter
Fibrella sp. ES10-3-2-2	1834519	Bacteria	FCB group	NA	Spirosomaceae	Fibrella
Flammeovirga kamogawensis	373891	Bacteria	FCB group	NA	Flammeovirgaceae	Flammeovirga
Fulvivirga sp. SS9-22	2904245	Bacteria	FCB group	NA	Fulvivirgaceae	Fulvivirga
Mucilaginibacter sp. SMC90	2929803	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Mucilaginibacter mallensis	652787	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Pedobacter sp. SW-16	2766984	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter sp. D749	2856523	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter sp. Q8-18	2895286	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Solitalea sp. S2-8	2911172	Bacteria	FCB group	NA	Sphingobacteriaceae	Solitalea
Chitinophaga caeni	2029983	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Pseudocnuella soli	2502779	Bacteria	FCB group	NA	Chitinophagaceae	Pseudocnuella
Pelodictyon phaeoclathratiforme	34090	Bacteria	FCB group	NA	Chlorobiaceae	Pelodictyon
Fusobacterium gonidiaformans	849	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Fusobacterium varium	856	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Fusobacterium periodonticum	860	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Fusobacterium gastrosuis	1755100	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Fusobacterium sp. oral taxon 203	671211	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Leptotrichia buccalis	40542	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Leptotrichia shahii	157691	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Sphaerochaeta pleomorpha	1131707	Bacteria	NA	NA	Sphaerochaetaceae	Sphaerochaeta
Treponema vincentii	69710	Bacteria	NA	NA	Treponemataceae	Treponema
Treponema medium	58231	Bacteria	NA	NA	Treponemataceae	Treponema
Borreliella burgdorferi	139	Bacteria	NA	NA	Borreliaceae	Borreliella
Thiospirochaeta perfilievii	252967	Bacteria	NA	NA	Spirochaetaceae	Thiospirochaeta
Breznakiella homolactica	2798577	Bacteria	NA	NA	Breznakiellaceae	Breznakiella
Leptospira biflexa	172	Bacteria	NA	NA	Leptospiraceae	Leptospira
Leptospira santarosai	28183	Bacteria	NA	NA	Leptospiraceae	Leptospira
Brachyspira pilosicoli	52584	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Brachyspira intermedia	84377	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Aquisphaera giovannonii	406548	Bacteria	PVC group	NA	Isosphaeraceae	Aquisphaera
Chlamydia felis	83556	Bacteria	PVC group	NA	Chlamydiaceae	Chlamydia
Thermosipho melanesiensis	46541	Bacteria	NA	NA	Fervidobacteriaceae	Thermosipho
Marinitoga sp. 1137	1545835	Bacteria	NA	NA	Petrotogaceae	Marinitoga
Athalassotoga saccharophila	1441386	Bacteria	NA	NA	Mesoaciditogaceae	Athalassotoga
Mucispirillum schaedleri	248039	Bacteria	NA	NA	Mucispirillaceae	Mucispirillum
Flexistipes sinusarabici	2352	Bacteria	NA	NA	Flexistipitaceae	Flexistipes
Nitrospira moscoviensis	42253	Bacteria	NA	NA	Nitrospiraceae	Nitrospira
Halovarius sp. SQT-29-1	2931975	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halosolutus
Haloarcula sp. JP-L23	2716717	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Halobaculum sp. CBA1158	2904243	Archaea	Stenosarchaea group	NA	Halorubraceae	Halobaculum
Methanosarcina mazei	2209	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Methanococcoides methylutens	2226	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanococcoides
Methanothrix soehngenii	2223	Archaea	Stenosarchaea group	NA	Methanotrichaceae	Methanothrix
Methanobrevibacter sp. YE315	1609968	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Methanothermobacter thermautotrophicus	145262	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanothermobacter
Methanococcus maripaludis	39152	Archaea	Methanomada group	NA	Methanococcaceae	Methanococcus
Candidatus Methanoliparum sp. LAM-1	2874846	Archaea	NA	NA	Candidatus Methanoliparaceae	Candidatus Methanoliparum
Sulfurisphaera ohwakuensis	69656	Archaea	TACK group	NA	Sulfolobaceae	Sulfurisphaera
Saccharolobus caldissimus	1702097	Archaea	TACK group	NA	Sulfolobaceae	Saccharolobus
Infirmifilum uzonense	1550241	Archaea	TACK group	NA	Thermofilaceae	Infirmifilum
Nitrososphaera viennensis	1034015	Archaea	TACK group	NA	Nitrososphaeraceae	Nitrososphaera
Candidatus Nitrosocosmicus hydrocola	1826872	Archaea	TACK group	NA	Nitrososphaeraceae	Candidatus Nitrosocosmicus
Nitrosopumilus oxyclinae	1959104	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Conexivisphaera calida	1874277	Archaea	TACK group	NA	Conexivisphaeraceae	Conexivisphaera
Ferroplasma acidarmanus	97393	Archaea	NA	NA	Ferroplasmaceae	Ferroplasma
Common moorhen coronavirus HKU21	1159902	Viruses	Riboviria	Orthornavirae	Coronaviridae	Deltacoronavirus
Shamonda orthobunyavirus	159150	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Trivittatus orthobunyavirus	2560823	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Spleen focus-forming virus	11819	Viruses	Riboviria	Pararnavirae	Retroviridae	Gammaretrovirus
Shewanella sp. phage 1/40	1458860	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Nereusvirus tusconc61	2734123	NA	NA	NA	NA	NA
Pahexavirus PHL092M00	1982282	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Phaeocystis globosa virus	251749	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Prymnesiovirus
Chrysochromulina ericina virus	455364	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	NA
Tunisvirus	1255301	Viruses	Varidnaviria	Bamfordvirae	Marseilleviridae	NA
Melanoplus sanguinipes entomopoxvirus	83191	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Deltaentomopoxvirus
Human mastadenovirus B	108098	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Mastadenovirus
Spodoptera exigua multiple nucleopolyhedrovirus	10454	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Choristoneura murinana nucleopolyhedrovirus	1987479	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Drosophila innubila nudivirus	2057187	Viruses	NA	NA	Nudiviridae	Alphanudivirus
Pandoravirus inopinatum	1605721	Viruses	NA	NA	NA	Pandoravirus
Neurospora tetrasperma	40127	Eukaryota	Opisthokonta	Fungi	Sordariaceae	Neurospora
Cryptococcus neoformans	5207	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Cryptococcus gattii VGII	1859096	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Phanerodontia chrysosporium	2822231	Eukaryota	Opisthokonta	Fungi	Phanerochaetaceae	Phanerodontia
Ustilago maydis	5270	Eukaryota	Opisthokonta	Fungi	Ustilaginaceae	Ustilago
Enterocytozoon bieneusi	31281	Eukaryota	Opisthokonta	Fungi	Enterocytozoonidae	Enterocytozoon
Encephalitozoon romaleae	571949	Eukaryota	Opisthokonta	Fungi	Unikaryonidae	Encephalitozoon
Plasmodium reichenowi	5854	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Theileria annulata	5874	Eukaryota	Sar	NA	Theileriidae	Theileria
Phytophthora ramorum	164328	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Acanthamoeba palestinensis	28015	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Leishmania donovani	5661	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania amazonensis	5659	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania sp. MAR LEM2494	1303197	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania braziliensis	5660	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania panamensis	5679	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Trypanosoma brucei	5691	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Trypanosoma vivax	5699	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Bacillus sp. ABP14	1892404	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. JAS24-2	2217832	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FJAT-42376	2014076	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus infantis	324767	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Alkalihalobacillus clausii	79880	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Alkalihalobacillus krulwichiae	199441	Bacteria	Terrabacteria group	NA	Bacillaceae	Halalkalibacter
Alkalihalobacillus sp. LMS39	2924032	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Cytobacillus gottheilii	859144	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Cytobacillus ciccensis	1670641	NA	NA	NA	NA	NA
Niallia circulans	1397	Bacteria	Terrabacteria group	NA	Bacillaceae	Niallia
Pontibacillus sp. HMF3514	2692425	Bacteria	Terrabacteria group	NA	Bacillaceae	Pontibacillus
Oceanobacillus zhaokaii	2052660	Bacteria	Terrabacteria group	NA	Bacillaceae	Oceanobacillus
Gracilibacillus sp. SSWR10-1	2932256	Bacteria	Terrabacteria group	NA	Bacillaceae	Gracilibacillus
Staphylococcus succinus	61015	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Mammaliicoccus sciuri	1296	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Paenibacillus sp. URB8-2	2741301	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus stellifer	169760	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus tritici	1873425	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus sp. HD3.3A	2738979	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Saccharibacillus brassicae	2583377	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Saccharibacillus
Kurthia sp. 11kri321	1750719	Bacteria	Terrabacteria group	NA	Planococcaceae	Kurthia
Listeria sp. PSOL-1	1844999	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Streptococcus sp. NSJ-72	2763068	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus uberis	1349	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus parasuis	1501662	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sobrinus	1310	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Floricoccus penangensis	1859475	Bacteria	Terrabacteria group	NA	Streptococcaceae	Floricoccus
Leuconostoc gelidum	1244	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Leuconostoc garlicum	255248	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Oenococcus kitaharae	336988	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Oenococcus
Weissella coleopterorum	2714949	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Apilactobacillus sp. SG5_A10	2923364	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Apilactobacillus
Liquorilactobacillus nagelii	82688	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Liquorilactobacillus
Liquorilactobacillus hordei	468911	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Liquorilactobacillus
Companilactobacillus alimentarius	1602	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Lentilactobacillus hilgardii	1588	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Enterococcus hirae	1354	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Enterococcus cecorum	44008	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Carnobacterium divergens	2748	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Carnobacterium
Clostridium sp. C5S11	704125	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium sp. 001	1970093	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium taeniosporum	394958	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium carboxidivorans	217159	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium scatologenes	1548	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Caloramator sp. E03	2576307	Bacteria	Terrabacteria group	NA	Clostridiaceae	Caloramator
Coprococcus eutactus	33043	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Coprococcus
Coprococcus catus	116085	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Coprococcus
Wansuia hejianensis	2763667	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Wansuia
Ruminiclostridium cellulolyticum	1521	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Ruminiclostridium
Acetobacterium wieringae	52694	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Acetobacterium
Mogibacterium pumilum	86332	Bacteria	Terrabacteria group	NA	Eubacteriales Family XIII. Incertae Sedis	Mogibacterium
Emergencia timonensis	1776384	Bacteria	Terrabacteria group	NA	Eubacteriales Family XIII. Incertae Sedis	Emergencia
Desulfosporosinus youngiae	339862	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Thermoanaerobacterium thermosaccharolyticum	1517	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
Caldicellulosiruptor acetigenus	301953	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
Peptoniphilus sp. SAHP1	2948573	Bacteria	Terrabacteria group	NA	Peptoniphilaceae	Peptoniphilus
Mycobacterium sp. MS1601	1936029	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium crocinum	388459	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium saskatchewanense	220927	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium noviomagense	459858	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium diernhoferi	1801	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium colombiense	339268	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium celeriflavum	1249101	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Corynebacterium sp. NML98-0116	702967	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium singulare	161899	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium liangguodongii	2079535	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium frankenforstense	1230998	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium casei	160386	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium imitans	156978	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium choanae	1862358	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Rhodococcus opacus	37919	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. C1	644410	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Nocardia nova	37330	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardioides coralli	2872154	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. JQ2195	2592334	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides piscis	2714938	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Marmoricola scoriae	642780	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Marmoricola
Micropruina glycogenica	75385	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Micropruina
Arthrobacter sp. U41	1849032	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sunyaminii	2816859	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Pseudarthrobacter phenanthrenivorans	361575	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Agromyces sp. CFWR-12	2929802	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Microbacterium oleivorans	273677	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium testaceum	2033	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Agrococcus sp. SGAir0287	2070347	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agrococcus
Agrococcus sp. Marseille-Q4369	2810513	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agrococcus
Leifsonia shinshuensis	150026	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leifsonia
Salinibacterium sp. UTAS2018	2508880	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Mycetocola zhujimingii	2079792	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Mycetocola
Brevibacterium sp. HY170	2898795	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium casei	33889	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Cellulomonas flavigena	1711	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas taurus	2729175	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulosimicrobium sp. BI34T	2587808	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Cellulosimicrobium
Pengzhenrongella sicca	2819238	Bacteria	Terrabacteria group	NA	NA	Pengzhenrongella
Actinomyces sp. oral taxon 169	712116	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces sp. 432	2057798	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces qiguomingii	2057800	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Mobiluncus curtisii	2051	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Mobiluncus
Streptomyces sp. SCUT-3	2684469	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. YIM 121038	2136401	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. RerS4	2942449	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. jing01	2726118	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. GQFP	2907545	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. fd1-xmd	1812480	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. M56	1495638	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. NA03103	2742134	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. 769	1262452	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. Tu 2975	2676871	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. S063	2005885	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. CB01881	2078691	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces venezuelae	54571	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces deccanensis	424188	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces galilaeus	33899	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces tendae	1932	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces rimosus	1927	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces prasinus	67345	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces alboflavus	67267	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces aureoverticillatus	66871	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces griseocarneus	51201	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces gilvosporeus	553510	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces olivoreticuli	68246	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces nodosus	40318	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces tuirus	68278	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces aquilus	2548456	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces xanthii	2768069	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces cattleya	29303	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptantibioticus
Streptomyces vietnamensis	362257	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces yatensis	155177	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces durmitorensis	319947	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces angustmyceticus	285578	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Micromonospora sp. WMMA2032	2039870	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora coriariae	285665	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora terminaliae	1914461	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora auratinigra	261654	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora rifamycinica	291594	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Actinoplanes sp. OR16	946334	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Actinoplanes sp. L3-i22	2836373	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Phytohabitans suffuscus	624315	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Phytohabitans
Phytohabitans flavus	1076124	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Phytohabitans
Couchioplanes caeruleus	56438	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Couchioplanes
Amycolatopsis sp. Hca4	2742131	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Amycolatopsis acidiphila	715473	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Pseudonocardia autotrophica	2074	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Pseudonocardia sp. HH130630-07	1690815	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Saccharomonospora azurea	40988	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Streptosporangium roseum	2001	Bacteria	Terrabacteria group	NA	Streptosporangiaceae	Streptosporangium
Actinomadura madurae	1993	Bacteria	Terrabacteria group	NA	Thermomonosporaceae	Actinomadura
Thermomonospora curvata	2020	Bacteria	Terrabacteria group	NA	Thermomonosporaceae	Thermomonospora
Geodermatophilus obscurus	1861	Bacteria	Terrabacteria group	NA	Geodermatophilaceae	Geodermatophilus
Epidermidibacterium keratini	1891644	Bacteria	Terrabacteria group	NA	Sporichthyaceae	Epidermidibacterium
Eggerthella guodeyinii	2690837	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Eggerthella
Miltoncostaea marina	2843215	Bacteria	Terrabacteria group	NA	Miltoncostaeaceae	Miltoncostaea
Actinomarinicola tropica	2789776	Bacteria	Terrabacteria group	NA	Iamiaceae	Actinomarinicola
Metamycoplasma cloacale	92401	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Metamycoplasma
Metamycoplasma phocicerebrale	142649	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Metamycoplasma
Mycoplasma sp. 1654_15	2725994	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma miroungirhinis	754516	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasmopsis glycophila	171285	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis cynos	171284	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis agalactiae	2110	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis californica	2113	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis fermentans	2115	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis arginini	2094	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mesomycoplasma flocculare	2128	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mesomycoplasma
Spiroplasma monobiae	2136	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma poulsonii	2138	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma clarkii	2139	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma chrysopicola	216933	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Mesoplasma entomophilum	2149	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
Mesoplasma syrphidae	225999	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
'Catharanthus roseus' aster yellows phytoplasma	1193712	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Candidatus Phytoplasma
Synechococcus sp. WH 8109	166314	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. SynAce01	1916956	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Chamaesiphon minutus	1173032	Bacteria	Terrabacteria group	NA	Chamaesiphonaceae	Chamaesiphon
Acaryochloris sp. 'Moss Beach'	2740837	Bacteria	Terrabacteria group	NA	Acaryochloridaceae	Acaryochloris
